Customer;SSN;Birthdate;Age;Region;CredCardUser;Income;Purchases;AmtSpent
1441;006-14-1331;07/03/64;35;West;0;77400;2;930
1442;021-01-9050;23/12/66;32;East;1;137800;3;1630
1443;316-48-8562;15/11/36;62;West;0;95500;4;2090
1444;105-46-6208;28/06/47;51;East;0;82900;3;1520
1445;179-18-9278;12/02/66;33;East;0;157400;4;1910
1446;511-19-1855;09/11/39;59;South;1;52600;2;1030
1447;850-70-1843;22/03/42;57;East;0;101000;2;1030
1448;255-87-4184;04/04/67;32;South;0;103600;3;1470
1449;470-18-7823;03/06/46;52;South;1;123400;2;1040
1450;633-81-0805;01/01/56;43;West;1;157800;7;3410
1451;746-54-2341;06/09/69;29;North;1;98500;2;990
1452;874-40-5083;19/02/76;23; West;0;62800;2;970
1453;351-18-0499;02/05/69;29;South;0;70500;4;1980
1454;236-44-8619;23/05/32;66;South;1;150500;2;1110
1455;169-31-5478;19/06/45;53;North;1;144600;2;1170
1456;303-86-0680;10/12/62;36;South;1;154200;7;3610
1457;131-37-7402;22/12/60;38; South;1;35500;2;930
1458;527-18-0720;03/11/37;61;East;0;82400;2;1010
1459;647-17-8514;31/05/41;57;East;0;74800;4;1890
1460;129-55-3942;12/11/74;24;South;0;29000;3;1660
1461;904-62-9040;27/12/70;28;East;0;79600;5;2320
1462;457-26-8607;23/11/58;40;West;0;62100;1;470
1463;313-95-3849;11/10/51;47;West;0;132600;1;560
1464;907-46-0722;28/07/69;29;South;0;59800;4;1880
1465;647-68-7163;12/05/54;44;East;1;68600;3;1660
1466;039-38-0584;18/07/49;49; East;0;155400;5;2590
1467;269-37-8913;11/01/57;42;North;1;92300;6;2990
1468;920-12-1121;24/07/58;40;West;1;58900;7;3290
1469;719-98-9028;15/03/69;30;North;1;91300;3;470
1470;946-96-9758;04/09/71;27;West;0;46900;5;2350
1471;491-57-3083;02/05/60;38;South;0;86500;2;1110
1472;368-23-0763;24/04/50;48;East;0;126800;1;510
1473;955-75-1871;10/10/44;54;North;0;106300;3;1510
1474;398-78-6899;17/12/74;24;East;1;58700;2;1040
1475;592-76-2035;19/12/58;40;East;0;31000;4;1830
1476;178-44-7525;12/01/62;37;North;1;110800;4;1930
1477;070-93-0068;23/08/52;46;North;1;20000;6;3060
1478;265-89-7966;18/04/71;27;North;0;57800;4;1900
1479;208-32-8324;25/08/56;42;East;0;154100;0;0
1480;276-36-6086;25/07/44;54;West;0;54800;2;1000
1481;005-06-4020;16/06/52;46;South;1;42700;6;2890
1482;825-37-4303;24/10/61;37;East;0;70900;1;510
1483;425-06-5062;29/04/65;33;North;1;65600;5;2500
1484;883-36-5815;23/11/71;27;North;1;134600;3;1500
1485;664-44-3655;20/01/33;66;East;1;117900;6;3310
1486;038-72-8622;19/04/65;33; West;1;117900;3;1460
1487;496-69-6574;06/08/33;65;East;1;111200;1;560
1488;782-98-9539;27/12/55;43;South;0;63000;2;1030
1489;642-14-9012;16/01/34;65;North;0;36400;3;1360
1490;287-48-5517;21/07/30;68;South;0;114500;3;1500
1491;766-67-0139;15/03/42;57;North;0;64300;5;2330
1492;251-91-5281;10/02/64;35;South;0;126600;2;940
1493;542-84-9996;03/11/75;23;South;1;29700;3;1640
1494;880-57-0607;14/03/48;51;West;0;102700;5;2480
1495;632-29-6841;06/02/45;54;West;1;89700;2;1000
1496;347-70-0762;28/09/65;33;West;0;71800;2;970
1497;638-19-2849;31/07/30;68; South;0;121100;5;2540
1498;670-57-4549;21/07/54;44;North;1;64000;4;2160
1499;166-84-2698;30/10/66;32;South;0;91000;6;2910
1500;366-03-5021;23/09/34;64;South;0;121400;1;530
